Breakout,Age,Pos_Group,Bats,Throws,Height,Weight,Country,Class_Type,Prospect_Grouping,Prev_Season_WAR,Season_High_WAR,MLB_Certainty,MLB_BB,MLB_K,MLB_AVG,MLB_ISO,MLB_Spd,MLB_wRC,MiLB_Certainty,MiLB_BB,MiLB_K,MiLB_AVG,MiLB_ISO,MiLB_Spd,MiLB_wRC
0,25,Corner Outfielder,R,R,74,240,CUB,International Professional,Top 50 Prospect,1.5,5.5,1000-1499 MLB PA,0.093,0.208,0.294,0.193,5.1,144,Fewer than 500 MiLB PA,0.101,0.173,0.325,0.296,7.8,177
0,24,Corner Infielder,R,R,77,230,USA,D1 College,Top 10 Prospect,6.1,6.1,500-999 MLB PA,0.118,0.306,0.275,0.213,5.4,136,500-999 MiLB PA,0.128,0.266,0.327,0.34,5.3,192
0,29,Corner Infielder,R,R,75,235,CUB,International Professional,Top 50 Prospect,3.3,5.3,1000-1499 MLB PA,0.07,0.21,0.303,0.237,3,149,Fewer than 500 MiLB PA,,,,,,
0,28,Outfielder,R,R,69,207,CUB,International Professional,Top 25 Prospect,0.1,0.9,Fewer than 500 MLB PA,0.049,0.182,0.262,0.117,5.1,84,Fewer than 500 MiLB PA,0.081,0.163,0.282,0.103,4.6,110
0,25,Corner Outfielder,R,R,74,260,CUB,International Professional,Top 100 Prospect,-1.1,-1.1,Fewer than 500 MLB PA,0.04,0.258,0.273,0.128,4.2,87,Fewer than 500 MiLB PA,0.087,0.217,0.19,0.19,0.8,67
0,29,Infielder,R,R,72,210,KOR,International Professional,Unranked Prospect,3.7,3.7,Fewer than 500 MLB PA,0.06,0.212,0.287,0.173,4,128,Fewer than 500 MiLB PA,,,,,,
0,31,Corner Infielder,R,R,75,215,USA,D1 College,Top 50 Prospect,2.8,4.5,2000 or more MLB PA,0.079,0.218,0.25,0.213,4.3,112,2000 or more MiLB PA,0.091,0.194,0.28,0.195,5.3,127
0,31,Infielder,B,R,73,190,USA,Big D1 College,Unranked Prospect,0.6,0.6,500-999 MLB PA,0.063,0.214,0.24,0.054,5.4,65,2000 or more MiLB PA,0.093,0.152,0.279,0.088,7.3,96
0,29,Catcher,R,R,73,241,VEN,International Amateur,Top 100 Prospect,3.6,4.4,2000 or more MLB PA,0.061,0.168,0.269,0.161,1,99,1500-1999 MiLB PA,0.057,0.161,0.285,0.149,2.9,114
0,29,Corner Outfielder,L,L,73,210,VEN,International Amateur,Unranked Prospect,0.3,3.9,1000-1499 MLB PA,0.065,0.199,0.292,0.189,5.9,119,Fewer than 500 MiLB PA,0.065,0.112,0.318,0.18,3.8,131
0,31,Middle Infielder,R,R,70,180,USA,Big D1 College,Unranked Prospect,1.2,1.9,2000 or more MLB PA,0.057,0.119,0.249,0.095,4.4,73,2000 or more MiLB PA,0.065,0.117,0.285,0.087,5.1,92
0,30,Corner Infielder,L,R,75,250,DR,Big D1 College,Top 10 Prospect,1.3,2.8,2000 or more MLB PA,0.094,0.287,0.238,0.211,2.7,107,500-999 MiLB PA,0.129,0.246,0.278,0.238,3.8,141
0,31,Corner Infielder,L,R,76,255,USA,Big D1 College,Unranked Prospect,0.1,3.2,2000 or more MLB PA,0.113,0.234,0.246,0.203,1.8,122,2000 or more MiLB PA,0.125,0.195,0.283,0.178,2.8,135
0,30,Corner Infielder,L,R,73,230,CUB,Big D1 College,Top 50 Prospect,-0.2,1.1,2000 or more MLB PA,0.089,0.144,0.269,0.118,2.8,102,1000-1499 MiLB PA,0.11,0.149,0.294,0.169,3.8,130
0,29,Middle Infielder,R,R,72,190,USA,High School,Unranked Prospect,-0.5,1.1,500-999 MLB PA,0.084,0.202,0.222,0.071,4.8,58,2000 or more MiLB PA,0.088,0.179,0.234,0.103,4.8,74
0,30,Outfielder,R,R,73,190,USA,High School,Top 100 Prospect,0.2,4.3,2000 or more MLB PA,0.058,0.235,0.243,0.139,7.2,88,2000 or more MiLB PA,0.065,0.185,0.291,0.164,8.4,112
1,31,Middle Infielder,R,R,72,204,USA,Big D1 College,Top 100 Prospect,1.9,1.9,2000 or more MLB PA,0.053,0.164,0.246,0.139,4.6,80,2000 or more MiLB PA,0.074,0.165,0.27,0.152,6,109
0,31,Outfielder,R,R,74,210,USA,Big D1 College,Unranked Prospect,1.4,1.9,1000-1499 MLB PA,0.057,0.166,0.262,0.141,5,114,2000 or more MiLB PA,0.069,0.151,0.298,0.176,7.8,134
0,28,Catcher,R,R,71,220,PR,Junior College,Unranked Prospect,1.2,2.1,500-999 MLB PA,0.121,0.265,0.22,0.135,2.4,85,1500-1999 MiLB PA,0.155,0.213,0.237,0.111,3.1,106
1,29,Outfielder,R,R,73,223,USA,High School,Unranked Prospect,0.4,1.6,Fewer than 500 MLB PA,0.109,0.318,0.245,0.21,6.1,114,2000 or more MiLB PA,0.105,0.243,0.258,0.156,7.2,111
0,31,Corner Infielder,L,L,75,245,USA,Big D1 College,Unranked Prospect,0,2.2,2000 or more MLB PA,0.076,0.213,0.254,0.185,2.2,98,1500-1999 MiLB PA,0.101,0.14,0.311,0.197,3.5,140
0,30,Catcher,R,R,70,215,DR,International Amateur,Unranked Prospect,1.2,1.2,1500-1999 MLB PA,0.071,0.249,0.255,0.162,1.7,98,1500-1999 MiLB PA,0.073,0.21,0.266,0.167,2.4,104
0,28,Utility,R,R,73,200,USA,High School,Unranked Prospect,0.1,0.1,Fewer than 500 MLB PA,0.04,0.245,0.231,0.093,4.6,48,2000 or more MiLB PA,0.053,0.195,0.268,0.135,6.6,91
0,27,Corner Infielder,L,L,75,240,USA,High School,Top 50 Prospect,4.9,5.3,2000 or more MLB PA,0.109,0.176,0.267,0.216,3.6,131,1500-1999 MiLB PA,0.095,0.203,0.303,0.239,3.8,139
0,27,Corner Infielder,L,L,76,226,USA,High School,Top 10 Prospect,0.2,3.5,2000 or more MLB PA,0.079,0.164,0.277,0.151,4.2,107,1000-1499 MiLB PA,0.116,0.152,0.312,0.182,5.6,143
0,30,Corner Infielder,L,R,71,235,USA,D1 College,Unranked Prospect,-0.8,0.7,500-999 MLB PA,0.056,0.256,0.25,0.182,4.8,96,1500-1999 MiLB PA,0.098,0.202,0.305,0.204,5.5,138
0,30,Corner Outfielder,L,R,74,197,USA,Junior College,Top 100 Prospect,1.3,3.7,2000 or more MLB PA,0.081,0.171,0.255,0.175,5.1,105,2000 or more MiLB PA,0.077,0.161,0.278,0.222,6,120
0,32,Outfielder,R,R,73,220,USA,D3 College,Unranked Prospect,0.1,1.5,1500-1999 MLB PA,0.063,0.233,0.242,0.178,5.1,94,2000 or more MiLB PA,0.093,0.153,0.284,0.17,6.3,127
0,32,Outfielder,R,R,69,170,USA,Big D1 College,Unranked Prospect,-0.1,0.8,500-999 MLB PA,0.087,0.143,0.228,0.074,5.6,66,2000 or more MiLB PA,0.077,0.107,0.283,0.107,6.3,97
0,31,Catcher,B,R,77,235,USA,Big D1 College,Top 10 Prospect,1.1,5.7,2000 or more MLB PA,0.082,0.188,0.256,0.165,2,97,500-999 MiLB PA,0.146,0.149,0.342,0.232,3.3,173
0,32,Infielder,L,R,73,223,USA,D1 College,Unranked Prospect,5.6,5.6,2000 or more MLB PA,0.06,0.118,0.296,0.151,4.5,115,1000-1499 MiLB PA,0.087,0.103,0.299,0.156,4.3,122
0,27,Middle Infielder,R,R,74,218,DR,International Amateur,Top 25 Prospect,1.3,3.2,2000 or more MLB PA,0.048,0.161,0.28,0.129,4.6,96,1000-1499 MiLB PA,0.068,0.11,0.31,0.112,7.1,122
0,29,Outfielder,L,R,69,175,USA,High School,Top 100 Prospect,-1,2.3,2000 or more MLB PA,0.045,0.093,0.285,0.057,7.2,82,1500-1999 MiLB PA,0.069,0.081,0.325,0.077,7.7,125
0,32,Outfielder,L,R,69,165,USA,Junior College,Unranked Prospect,2.7,2.7,1500-1999 MLB PA,0.082,0.168,0.26,0.093,9.2,86,1500-1999 MiLB PA,0.086,0.16,0.277,0.07,8.8,88
0,28,Corner Infielder,L,R,72,225,USA,High School,Top 10 Prospect,0.8,3.8,2000 or more MLB PA,0.066,0.155,0.247,0.157,2.3,92,1500-1999 MiLB PA,0.069,0.156,0.283,0.219,4.1,124
0,26,Outfielder,L,L,71,190,VEN,International Amateur,Unranked Prospect,3.1,3.1,1500-1999 MLB PA,0.061,0.113,0.292,0.093,6.2,95,2000 or more MiLB PA,0.08,0.124,0.284,0.087,7.2,102
0,27,Corner Outfielder,L,L,77,240,USA,High School,Top 10 Prospect,1,5.6,2000 or more MLB PA,0.106,0.181,0.262,0.153,5.2,111,1000-1499 MiLB PA,0.106,0.141,0.317,0.186,6.3,148
0,27,Corner Outfielder,R,R,78,245,USA,High School,Top 10 Prospect,2.2,6.8,2000 or more MLB PA,0.117,0.285,0.266,0.273,3.5,142,1000-1499 MiLB PA,0.117,0.264,0.271,0.293,4.4,154
0,32,Catcher,L,R,72,216,USA,D2 College,Unranked Prospect,0.3,1.8,1500-1999 MLB PA,0.078,0.165,0.255,0.16,2.4,100,2000 or more MiLB PA,0.091,0.126,0.305,0.162,4.5,129
0,31,Corner Infielder,R,R,73,210,USA,Big D1 College,Unranked Prospect,7.6,8.7,2000 or more MLB PA,0.113,0.182,0.278,0.225,4.4,140,2000 or more MiLB PA,0.118,0.179,0.275,0.195,4.5,119
0,26,Corner Infielder,R,R,73,220,DR,International Amateur,Unranked Prospect,1.3,1.3,Fewer than 500 MLB PA,0.07,0.217,0.243,0.222,2.5,107,2000 or more MiLB PA,0.08,0.172,0.259,0.129,4.9,102
0,33,Corner Outfielder,L,R,73,220,USA,Big D1 College,Top 10 Prospect,0.6,6.6,2000 or more MLB PA,0.098,0.216,0.264,0.166,4.6,110,1000-1499 MiLB PA,0.149,0.199,0.325,0.253,5.6,169
0,29,Corner Outfielder,R,R,73,215,USA,High School,Top 10 Prospect,1.9,6.3,2000 or more MLB PA,0.101,0.245,0.268,0.204,5.4,119,1000-1499 MiLB PA,0.112,0.197,0.288,0.193,5.9,134
0,30,Outfielder,R,R,75,215,USA,High School,Top 10 Prospect,2.4,4.3,2000 or more MLB PA,0.079,0.213,0.259,0.114,6.9,93,2000 or more MiLB PA,0.121,0.223,0.296,0.174,7.3,135
0,32,Outfielder,L,L,71,200,USA,Big D1 College,Unranked Prospect,0.9,2.9,2000 or more MLB PA,0.067,0.163,0.287,0.097,4.5,106,1500-1999 MiLB PA,0.08,0.119,0.3,0.134,5.8,115
0,32,Infielder,R,R,71,202,USA,D1 College,Unranked Prospect,5,5,2000 or more MLB PA,0.076,0.155,0.282,0.157,3.8,120,2000 or more MiLB PA,0.081,0.127,0.308,0.133,5,126
0,27,Corner Outfielder,B,L,72,209,USA,High School,Unranked Prospect,0.8,0.8,1000-1499 MLB PA,0.12,0.25,0.254,0.121,3.6,104,2000 or more MiLB PA,0.14,0.218,0.271,0.121,5.6,120
0,28,Catcher,B,R,70,235,VEN,International Amateur,Unranked Prospect,2.2,2.2,500-999 MLB PA,0.077,0.243,0.254,0.108,2.6,82,2000 or more MiLB PA,0.109,0.174,0.238,0.092,3,89
0,27,Outfielder,B,R,73,205,USA,High School,Top 25 Prospect,-0.2,2,1000-1499 MLB PA,0.096,0.213,0.223,0.123,5,76,2000 or more MiLB PA,0.144,0.197,0.276,0.152,6.8,127
0,31,Outfielder,L,L,70,195,USA,Big D1 College,Unranked Prospect,-0.6,1.1,1000-1499 MLB PA,0.053,0.188,0.253,0.13,5.4,87,2000 or more MiLB PA,0.083,0.158,0.294,0.139,6.8,117
0,30,Middle Infielder,L,R,73,223,USA,Big D1 College,Unranked Prospect,5.2,5.2,2000 or more MLB PA,0.085,0.195,0.252,0.141,4.5,97,1000-1499 MiLB PA,0.08,0.226,0.266,0.137,5.4,97
0,29,Infielder,B,R,71,220,VEN,International Amateur,Unranked Prospect,2.5,2.5,1500-1999 MLB PA,0.076,0.114,0.271,0.148,2.5,109,2000 or more MiLB PA,0.066,0.094,0.289,0.114,4,104
0,27,Corner Infielder,L,R,77,220,USA,High School,Top 25 Prospect,6.1,6.1,2000 or more MLB PA,0.11,0.215,0.288,0.196,3.4,135,1500-1999 MiLB PA,0.076,0.151,0.302,0.172,3.5,132
0,28,Outfielder,R,R,74,219,DR,International Amateur,Unranked Prospect,0.4,2.9,1000-1499 MLB PA,0.045,0.198,0.259,0.107,5.5,85,2000 or more MiLB PA,0.051,0.17,0.282,0.122,6.8,103
0,28,Outfielder,R,R,71,210,USA,High School,Unranked Prospect,-0.4,0.9,500-999 MLB PA,0.068,0.177,0.242,0.137,3.3,89,2000 or more MiLB PA,0.11,0.148,0.268,0.143,4.4,115
0,27,Middle Infielder,R,R,66,166,VEN,International Amateur,Unranked Prospect,6.8,6.8,2000 or more MLB PA,0.056,0.104,0.311,0.126,5.9,118,1500-1999 MiLB PA,0.084,0.106,0.327,0.154,7.8,137
0,28,Utility,B,R,71,195,USA,Junior College,Unranked Prospect,-0.3,0.3,500-999 MLB PA,0.035,0.121,0.263,0.074,4,71,2000 or more MiLB PA,0.084,0.124,0.289,0.089,6.1,108
0,34,Corner Outfielder,B,L,70,195,USA,D1 College,Unranked Prospect,-0.2,2.7,1500-1999 MLB PA,0.096,0.198,0.262,0.113,2.6,102,1500-1999 MiLB PA,0.121,0.167,0.303,0.16,3.8,138
0,28,Outfielder,B,R,70,223,DR,International Amateur,Unranked Prospect,0.3,0.9,500-999 MLB PA,0.062,0.232,0.249,0.135,6.5,85,2000 or more MiLB PA,0.107,0.18,0.271,0.135,7.6,112
0,28,Catcher,R,R,73,216,USA,High School,Top 100 Prospect,-0.4,-0.1,Fewer than 500 MLB PA,0.045,0.214,0.222,0.108,3.4,54,2000 or more MiLB PA,0.071,0.161,0.273,0.131,3.2,105
1,28,Utility,B,R,73,205,VEN,International Amateur,Unranked Prospect,0.4,1.5,1500-1999 MLB PA,0.047,0.193,0.257,0.132,4.1,90,2000 or more MiLB PA,0.058,0.137,0.26,0.094,4.9,80
0,27,Middle Infielder,R,R,71,200,PAN,International Amateur,Unranked Prospect,-0.4,1.7,2000 or more MLB PA,0.086,0.151,0.252,0.068,2.5,84,2000 or more MiLB PA,0.073,0.127,0.273,0.086,5.2,95
0,29,Catcher,R,R,73,229,USA,High School,Top 25 Prospect,-0.4,4.2,1000-1499 MLB PA,0.084,0.199,0.237,0.173,1.8,95,1500-1999 MiLB PA,0.092,0.183,0.267,0.184,3.1,121
1,28,Corner Outfielder,R,R,76,225,USA,High School,Top 50 Prospect,0.9,1.5,500-999 MLB PA,0.087,0.337,0.234,0.171,4.6,97,2000 or more MiLB PA,0.114,0.234,0.26,0.179,6.2,123
0,26,Utility,R,R,73,213,VEN,International Amateur,Unranked Prospect,1.1,1.1,500-999 MLB PA,0.033,0.216,0.255,0.118,6.7,70,2000 or more MiLB PA,0.052,0.146,0.264,0.095,6,86
1,26,Corner Outfielder,R,R,76,250,VEN,International Amateur,Top 100 Prospect,0.4,0.4,1500-1999 MLB PA,0.062,0.238,0.258,0.127,4,91,2000 or more MiLB PA,0.04,0.209,0.291,0.12,6.2,106
0,25,Infielder,R,R,74,213,VEN,International Amateur,Top 50 Prospect,0.9,1.7,1000-1499 MLB PA,0.048,0.135,0.257,0.151,2.1,95,2000 or more MiLB PA,0.053,0.128,0.292,0.147,3.3,111
0,26,Utility,B,R,68,190,DR,International Amateur,Unranked Prospect,0,0,Fewer than 500 MLB PA,0.042,0.308,0.188,0.049,7.2,22,2000 or more MiLB PA,0.059,0.196,0.273,0.09,8.1,94
0,27,Middle Infielder,R,R,70,220,DR,International Amateur,Top 100 Prospect,5,5,2000 or more MLB PA,0.045,0.141,0.28,0.117,6.8,91,1500-1999 MiLB PA,0.072,0.12,0.313,0.127,8,121
0,27,Middle Infielder,L,R,75,205,NED,International Amateur,Top 100 Prospect,2.7,3.1,1500-1999 MLB PA,0.058,0.152,0.26,0.133,4.3,90,2000 or more MiLB PA,0.065,0.123,0.277,0.111,5.8,96
0,25,Middle Infielder,B,R,71,217,DR,International Amateur,Unranked Prospect,-1,-0.2,Fewer than 500 MLB PA,0.082,0.191,0.215,0.075,4.4,44,2000 or more MiLB PA,0.085,0.151,0.281,0.093,4.8,101
0,28,Infielder,B,R,70,193,VEN,International Amateur,Unranked Prospect,-0.1,2.6,1500-1999 MLB PA,0.059,0.196,0.253,0.128,3.6,84,2000 or more MiLB PA,0.06,0.185,0.27,0.09,6.6,89
0,29,Corner Outfielder,R,R,75,230,USA,D2 College,Unranked Prospect,2.3,5.2,2000 or more MLB PA,0.074,0.25,0.281,0.202,3.1,123,1000-1499 MiLB PA,0.079,0.163,0.33,0.213,4.3,157
0,32,Corner Infielder,R,R,74,210,USA,Big D1 College,Unranked Prospect,1.5,2.8,2000 or more MLB PA,0.064,0.195,0.271,0.159,2.7,103,2000 or more MiLB PA,0.074,0.174,0.291,0.176,3.4,123
0,29,Outfielder,L,R,75,225,USA,D2 College,Unranked Prospect,0.7,1.1,1000-1499 MLB PA,0.11,0.324,0.224,0.164,4.4,93,2000 or more MiLB PA,0.095,0.23,0.276,0.203,6.4,127
0,30,Middle Infielder,R,R,75,210,USA,Big D1 College,Unranked Prospect,1.4,2,2000 or more MLB PA,0.069,0.16,0.257,0.12,3.1,88,2000 or more MiLB PA,0.068,0.156,0.268,0.136,4.6,101
0,27,Middle Infielder,B,R,70,190,VEN,International Amateur,Unranked Prospect,2.3,2.3,1500-1999 MLB PA,0.047,0.193,0.241,0.127,5.1,73,2000 or more MiLB PA,0.055,0.147,0.246,0.088,5.8,74
0,30,Infielder,R,R,73,197,USA,D1 College,Unranked Prospect,0.2,0.2,Fewer than 500 MLB PA,0.064,0.217,0.228,0.083,7.3,61,2000 or more MiLB PA,0.079,0.164,0.261,0.123,8.2,101
0,29,Middle Infielder,R,R,68,185,USA,D1 College,Unranked Prospect,0.1,1.5,1000-1499 MLB PA,0.049,0.13,0.256,0.104,4.7,80,2000 or more MiLB PA,0.102,0.105,0.305,0.133,5.4,119
0,28,Catcher,R,R,72,235,USA,High School,Top 50 Prospect,0.6,3.8,1500-1999 MLB PA,0.092,0.247,0.233,0.147,3.9,93,2000 or more MiLB PA,0.176,0.224,0.253,0.211,4.5,141
0,32,Utility,L,R,72,195,USA,Big D1 College,Unranked Prospect,-0.3,3.1,2000 or more MLB PA,0.094,0.182,0.26,0.142,5.4,100,1500-1999 MiLB PA,0.121,0.116,0.294,0.146,6.3,125
0,28,Corner Infielder,R,R,75,220,USA,High School,Top 100 Prospect,-0.1,2,1000-1499 MLB PA,0.053,0.26,0.228,0.164,3.2,78,2000 or more MiLB PA,0.068,0.25,0.273,0.179,5,113
0,31,Catcher,R,R,75,205,USA,D1 College,Unranked Prospect,-0.5,2.1,500-999 MLB PA,0.066,0.219,0.213,0.129,1.5,67,2000 or more MiLB PA,0.074,0.166,0.268,0.157,3.2,107
0,30,Infielder,R,R,73,205,USA,Big D1 College,Unranked Prospect,2.7,4.1,2000 or more MLB PA,0.081,0.199,0.255,0.14,4.4,102,1000-1499 MiLB PA,0.165,0.202,0.286,0.139,5.9,132
0,30,Corner Infielder,R,R,74,220,USA,Big D1 College,Unranked Prospect,-0.9,0.7,500-999 MLB PA,0.062,0.274,0.228,0.173,2.3,84,2000 or more MiLB PA,0.08,0.232,0.269,0.217,2.9,125
0,27,Catcher,R,R,75,255,VEN,International Amateur,Unranked Prospect,0.3,3.5,2000 or more MLB PA,0.036,0.147,0.272,0.16,2.3,97,1000-1499 MiLB PA,0.052,0.099,0.287,0.11,2.6,95
0,34,Utility,B,R,69,180,DR,International Amateur,Unranked Prospect,-0.3,-0.1,500-999 MLB PA,0.055,0.201,0.197,0.069,4.3,34,2000 or more MiLB PA,0.066,0.136,0.268,0.107,6.4,95
0,30,Catcher,L,R,71,228,USA,Big D1 College,Unranked Prospect,0.6,4.5,2000 or more MLB PA,0.137,0.275,0.24,0.155,2.3,105,500-999 MiLB PA,0.125,0.199,0.283,0.143,2,127
0,28,Utility,L,R,74,190,USA,Junior College,Top 25 Prospect,1.2,1.6,1500-1999 MLB PA,0.059,0.185,0.263,0.151,3.9,97,2000 or more MiLB PA,0.082,0.161,0.279,0.182,4.6,124
0,28,Catcher,R,R,74,210,USA,High School,Top 25 Prospect,1,3.4,1000-1499 MLB PA,0.08,0.171,0.245,0.148,2.4,98,2000 or more MiLB PA,0.079,0.173,0.29,0.193,3.9,130
0,28,Middle Infielder,R,R,72,188,VEN,International Amateur,Unranked Prospect,0.1,0.7,500-999 MLB PA,0.06,0.133,0.237,0.068,3.1,64,2000 or more MiLB PA,0.072,0.113,0.244,0.065,4.7,74
0,30,Outfielder,L,L,75,221,USA,Big D1 College,Unranked Prospect,4.7,4.7,2000 or more MLB PA,0.055,0.157,0.298,0.169,6.4,106,2000 or more MiLB PA,0.079,0.13,0.308,0.158,7,123
0,31,Catcher,R,R,72,200,USA,D1 College,Unranked Prospect,4.6,8.2,2000 or more MLB PA,0.08,0.149,0.284,0.158,3.8,112,1000-1499 MiLB PA,0.113,0.138,0.299,0.157,3.6,132
0,30,Infielder,L,R,75,205,USA,Big D1 College,Unranked Prospect,0.1,1.2,1000-1499 MLB PA,0.073,0.246,0.216,0.143,3.9,74,2000 or more MiLB PA,0.092,0.18,0.279,0.185,4.5,122
0,31,Middle Infielder,L,R,70,180,USA,Big D1 College,Unranked Prospect,0.4,1.5,1000-1499 MLB PA,0.069,0.127,0.239,0.074,5,72,2000 or more MiLB PA,0.118,0.103,0.298,0.12,5.3,114
1,27,Middle Infielder,R,R,72,215,USA,High School,Top 50 Prospect,1,1,Fewer than 500 MLB PA,0.061,0.305,0.238,0.194,5.9,95,2000 or more MiLB PA,0.082,0.215,0.267,0.113,5.9,101
0,31,Corner Infielder,L,R,76,210,USA,D1 College,Unranked Prospect,3.2,7.2,2000 or more MLB PA,0.122,0.177,0.284,0.178,4.1,133,1000-1499 MiLB PA,0.144,0.148,0.299,0.153,4.6,136
0,29,Utility,R,R,68,190,USA,D1 College,Unranked Prospect,1.1,4.8,2000 or more MLB PA,0.035,0.143,0.284,0.126,6.3,100,1500-1999 MiLB PA,0.059,0.098,0.305,0.127,6.9,119
0,29,Middle Infielder,L,R,71,166,USA,Junior College,Top 50 Prospect,0.9,4.8,2000 or more MLB PA,0.048,0.157,0.289,0.075,8,93,2000 or more MiLB PA,0.074,0.141,0.301,0.086,8.7,102
0,30,Middle Infielder,B,R,74,185,DR,International Amateur,Unranked Prospect,-0.1,1.4,500-999 MLB PA,0.074,0.265,0.2,0.097,6.3,52,2000 or more MiLB PA,0.09,0.243,0.25,0.109,6,91
0,30,Infielder,L,R,70,190,USA,D1 College,Unranked Prospect,0.6,0.6,1500-1999 MLB PA,0.089,0.183,0.242,0.11,4.6,78,1500-1999 MiLB PA,0.087,0.112,0.277,0.129,5.3,105
0,27,Infielder,B,R,73,195,VEN,International Amateur,Unranked Prospect,0.1,0.2,Fewer than 500 MLB PA,0.069,0.181,0.22,0.093,3.5,72,2000 or more MiLB PA,0.101,0.161,0.254,0.103,6.1,94
0,30,Outfielder,L,L,71,210,VEN,International Amateur,Top 100 Prospect,-1.9,3.3,2000 or more MLB PA,0.06,0.172,0.274,0.129,5.4,90,1500-1999 MiLB PA,0.081,0.116,0.311,0.124,6.7,120
0,29,Catcher,R,R,70,215,USA,Big D1 College,Unranked Prospect,-0.4,0,Fewer than 500 MLB PA,0.056,0.303,0.194,0.101,0.7,46,2000 or more MiLB PA,0.088,0.185,0.29,0.171,3.1,119
0,31,Outfielder,R,R,74,215,BRA,International Amateur,Unranked Prospect,1.6,1.6,500-999 MLB PA,0.024,0.215,0.284,0.135,6.4,93,2000 or more MiLB PA,0.054,0.183,0.275,0.128,7.6,96
0,30,Catcher,L,R,75,215,USA,Big D1 College,Top 50 Prospect,2.9,3.9,2000 or more MLB PA,0.095,0.274,0.232,0.158,3,94,500-999 MiLB PA,0.12,0.152,0.293,0.129,2.4,119
0,29,Catcher,R,R,75,239,USA,D1 College,Top 100 Prospect,-0.4,0.3,Fewer than 500 MLB PA,0.071,0.243,0.198,0.118,1,53,2000 or more MiLB PA,0.116,0.19,0.28,0.186,2.2,134
0,29,Corner Infielder,L,R,73,195,USA,D1 College,Unranked Prospect,0.8,1.7,1000-1499 MLB PA,0.07,0.161,0.256,0.141,3.1,92,2000 or more MiLB PA,0.096,0.132,0.286,0.133,3.7,104
0,30,Middle Infielder,R,R,72,188,USA,Big D1 College,Top 25 Prospect,-0.3,2.3,2000 or more MLB PA,0.071,0.17,0.24,0.13,3.3,81,Fewer than 500 MiLB PA,0.079,0.132,0.307,0.175,3.4,136
1,30,Corner Infielder,B,L,76,220,USA,Big D1 College,Top 25 Prospect,0.1,0.7,2000 or more MLB PA,0.106,0.239,0.223,0.168,1.4,95,1000-1499 MiLB PA,0.152,0.172,0.291,0.167,2,130
0,28,Middle Infielder,L,R,66,160,VEN,International Amateur,Unranked Prospect,-0.6,0.7,1500-1999 MLB PA,0.059,0.149,0.23,0.09,5.4,66,2000 or more MiLB PA,0.074,0.107,0.312,0.126,7.2,118
0,29,Corner Outfielder,R,R,71,205,USA,D1 College,Unranked Prospect,2.4,2.4,1500-1999 MLB PA,0.074,0.253,0.249,0.256,3.9,120,1500-1999 MiLB PA,0.127,0.204,0.285,0.216,4.8,142
0,31,Catcher,R,R,76,260,USA,Junior College,Top 100 Prospect,2.5,2.7,1500-1999 MLB PA,0.071,0.323,0.232,0.152,1.5,88,2000 or more MiLB PA,0.145,0.232,0.275,0.208,3.4,141
0,30,Catcher,R,R,73,213,USA,Big D1 College,Top 10 Prospect,6.7,10.1,2000 or more MLB PA,0.093,0.12,0.307,0.169,2.6,136,500-999 MiLB PA,0.131,0.136,0.333,0.209,4.3,154
1,29,Corner Infielder,L,L,75,245,USA,Junior College,Top 25 Prospect,0.5,1,2000 or more MLB PA,0.099,0.179,0.245,0.171,4,105,2000 or more MiLB PA,0.124,0.147,0.287,0.171,3.9,130
0,29,Corner Infielder,R,R,75,220,USA,D1 College,Unranked Prospect,4.9,7.2,2000 or more MLB PA,0.14,0.22,0.299,0.227,4.9,145,1000-1499 MiLB PA,0.126,0.236,0.317,0.303,4.9,163
0,30,Middle Infielder,B,R,72,205,USA,D1 College,Top 100 Prospect,1.3,3.2,2000 or more MLB PA,0.074,0.281,0.226,0.162,5.1,86,1500-1999 MiLB PA,0.099,0.239,0.258,0.161,6.3,113
0,28,Outfielder,R,R,73,195,DR,International Amateur,Top 100 Prospect,3.7,4.5,2000 or more MLB PA,0.047,0.222,0.289,0.158,7.6,120,2000 or more MiLB PA,0.05,0.2,0.301,0.159,8.5,131
0,29,Outfielder,R,R,73,210,USA,D1 College,Unranked Prospect,0.4,6.8,1500-1999 MLB PA,0.075,0.149,0.293,0.169,7,118,1000-1499 MiLB PA,0.069,0.124,0.302,0.121,6.8,109
0,31,Corner Infielder,L,R,76,255,USA,Junior College,Top 100 Prospect,2.9,7.1,2000 or more MLB PA,0.098,0.313,0.25,0.249,2.6,120,2000 or more MiLB PA,0.079,0.246,0.318,0.278,4,147
0,29,Catcher,L,R,72,200,USA,Big D1 College,Unranked Prospect,1,1,500-999 MLB PA,0.083,0.274,0.212,0.132,5.1,67,2000 or more MiLB PA,0.113,0.17,0.262,0.121,4.9,107
0,29,Catcher,R,R,70,225,USA,D1 College,Unranked Prospect,-0.1,1.4,500-999 MLB PA,0.041,0.2,0.232,0.154,3,77,2000 or more MiLB PA,0.06,0.166,0.266,0.176,3.1,108
0,32,Outfielder,R,R,76,205,USA,Big D1 College,Top 100 Prospect,-0.2,3.3,2000 or more MLB PA,0.087,0.306,0.244,0.15,7.1,90,2000 or more MiLB PA,0.122,0.233,0.266,0.131,7.1,115
