Breakout,Age,Pos_Group,Bats,Throws,Height,Weight,Country,Class_Type,Prospect_Grouping,Prev_Season_WAR,Season_High_WAR,MLB_Certainty,MLB_BB,MLB_K,MLB_AVG,MLB_ISO,MLB_Spd,MLB_wRC,MiLB_Certainty,MiLB_BB,MiLB_K,MiLB_AVG,MiLB_ISO,MiLB_Spd,MiLB_wRC
0,30,Outfielder,R,R,69,170,USA,Big D1 College,Unranked Prospect,-0.4,0.8,Fewer than 500 MLB PA,0.097,0.139,0.231,0.077,4.5,71,1500-1999 MiLB PA,0.077,0.107,0.281,0.11,6.5,96
0,29,Catcher,B,R,77,235,USA,Big D1 College,Top 10 Prospect,0.7,5.7,2000 or more MLB PA,0.085,0.183,0.257,0.166,2,98,500-999 MiLB PA,0.147,0.153,0.343,0.234,3.3,173
0,30,Infielder,L,R,73,223,USA,D1 College,Unranked Prospect,2.5,3.1,2000 or more MLB PA,0.061,0.13,0.29,0.13,4.8,108,1000-1499 MiLB PA,0.086,0.105,0.295,0.157,4.3,120
0,25,Middle Infielder,R,R,74,218,DR,International Amateur,Top 25 Prospect,3.2,3.2,2000 or more MLB PA,0.052,0.156,0.284,0.126,5,99,1000-1499 MiLB PA,0.068,0.11,0.31,0.112,7.1,122
0,25,Outfielder,R,R,74,230,DR,International Amateur,Unranked Prospect,-0.4,1.1,500-999 MLB PA,0.047,0.307,0.243,0.142,4.6,85,2000 or more MiLB PA,0.06,0.234,0.271,0.14,7.4,104
0,27,Outfielder,L,R,69,175,USA,High School,Top 100 Prospect,1.8,2.1,2000 or more MLB PA,0.042,0.091,0.291,0.048,7,84,1500-1999 MiLB PA,0.07,0.081,0.326,0.078,7.7,126
0,30,Outfielder,L,R,69,165,USA,Junior College,Unranked Prospect,2.4,2.4,500-999 MLB PA,0.088,0.187,0.256,0.079,8.9,82,1500-1999 MiLB PA,0.085,0.161,0.276,0.071,8.8,87
0,26,Corner Infielder,L,R,72,225,USA,High School,Top 10 Prospect,0.4,3.2,1500-1999 MLB PA,0.064,0.167,0.236,0.143,2.5,82,1500-1999 MiLB PA,0.069,0.155,0.284,0.22,4.1,124
0,24,Outfielder,L,L,71,190,VEN,International Amateur,Unranked Prospect,1.9,1.9,Fewer than 500 MLB PA,0.056,0.119,0.278,0.081,5.9,86,2000 or more MiLB PA,0.079,0.125,0.284,0.086,7.2,101
0,25,Corner Outfielder,L,L,77,240,USA,High School,Top 10 Prospect,4.7,5.3,2000 or more MLB PA,0.112,0.193,0.262,0.167,5.1,117,1000-1499 MiLB PA,0.106,0.141,0.317,0.186,6.3,148
0,25,Corner Outfielder,R,R,78,245,USA,High School,Top 10 Prospect,6.8,6.8,2000 or more MLB PA,0.12,0.281,0.271,0.269,3.6,145,1000-1499 MiLB PA,0.117,0.264,0.272,0.294,4.4,154
0,30,Catcher,L,R,72,216,USA,D2 College,Unranked Prospect,1.4,1.4,Fewer than 500 MLB PA,0.058,0.149,0.254,0.142,2.9,96,2000 or more MiLB PA,0.091,0.126,0.305,0.162,4.5,129
0,29,Corner Infielder,R,R,73,210,USA,Big D1 College,Unranked Prospect,5.7,7.3,1500-1999 MLB PA,0.099,0.185,0.268,0.19,4,128,2000 or more MiLB PA,0.118,0.179,0.275,0.195,4.5,119
0,24,Outfielder,L,L,72,200,USA,High School,Top 50 Prospect,0.9,0.9,500-999 MLB PA,0.076,0.276,0.234,0.098,7.9,76,2000 or more MiLB PA,0.084,0.237,0.259,0.122,8.7,100
0,27,Utility,L,R,72,205,DR,International Amateur,Unranked Prospect,0.1,0.3,Fewer than 500 MLB PA,0.058,0.19,0.218,0.154,5.9,80,2000 or more MiLB PA,0.068,0.15,0.287,0.151,6.6,117
0,33,Middle Infielder,R,R,74,180,CUB,International Professional,Unranked Prospect,3.3,4.2,2000 or more MLB PA,0.048,0.119,0.277,0.128,4.9,91,Fewer than 500 MiLB PA,,,,,,
0,31,Corner Outfielder,L,R,73,220,USA,Big D1 College,Top 10 Prospect,5.4,6.6,2000 or more MLB PA,0.095,0.207,0.268,0.167,4.7,111,1000-1499 MiLB PA,0.146,0.199,0.321,0.257,6,166
0,27,Corner Outfielder,R,R,73,215,USA,High School,Top 10 Prospect,3.7,6.3,2000 or more MLB PA,0.102,0.238,0.274,0.202,5.4,121,1000-1499 MiLB PA,0.112,0.197,0.288,0.193,5.9,134
0,28,Outfielder,R,R,75,215,USA,High School,Top 10 Prospect,0.3,4.3,2000 or more MLB PA,0.076,0.228,0.246,0.119,7.4,88,1500-1999 MiLB PA,0.12,0.226,0.303,0.174,7.3,137
0,30,Outfielder,L,L,71,200,USA,Big D1 College,Unranked Prospect,1.7,2.9,2000 or more MLB PA,0.068,0.158,0.295,0.102,4.6,112,1500-1999 MiLB PA,0.079,0.121,0.301,0.134,5.8,116
0,30,Infielder,R,R,71,202,USA,D1 College,Unranked Prospect,3.4,3.4,1000-1499 MLB PA,0.074,0.145,0.281,0.114,3.6,110,2000 or more MiLB PA,0.081,0.127,0.308,0.133,5,126
0,25,Infielder,R,R,72,210,CAN,High School,Top 50 Prospect,1.6,2.6,1000-1499 MLB PA,0.066,0.164,0.265,0.161,4.9,105,1000-1499 MiLB PA,0.083,0.181,0.295,0.194,7.2,128
0,25,Corner Outfielder,B,L,72,209,USA,High School,Unranked Prospect,0.6,0.6,500-999 MLB PA,0.11,0.246,0.248,0.1,3.9,97,2000 or more MiLB PA,0.14,0.222,0.274,0.121,5.9,123
0,25,Outfielder,B,R,73,205,USA,High School,Top 25 Prospect,0.1,0.4,500-999 MLB PA,0.112,0.26,0.201,0.111,5.3,71,2000 or more MiLB PA,0.147,0.198,0.272,0.148,6.9,124
0,29,Outfielder,L,L,70,195,USA,Big D1 College,Unranked Prospect,-0.2,1.1,1000-1499 MLB PA,0.049,0.186,0.259,0.136,5.9,92,2000 or more MiLB PA,0.083,0.165,0.292,0.145,6.8,118
0,28,Middle Infielder,L,R,73,223,USA,Big D1 College,Unranked Prospect,2.7,2.7,1500-1999 MLB PA,0.087,0.194,0.242,0.117,3.7,89,1000-1499 MiLB PA,0.08,0.226,0.266,0.137,5.4,97
0,27,Infielder,B,R,71,220,VEN,International Amateur,Unranked Prospect,1.7,1.7,500-999 MLB PA,0.099,0.108,0.26,0.109,1.9,103,2000 or more MiLB PA,0.066,0.094,0.288,0.113,4,103
0,25,Corner Infielder,L,R,77,220,USA,High School,Top 25 Prospect,4.4,5,2000 or more MLB PA,0.104,0.208,0.286,0.179,3,131,1500-1999 MiLB PA,0.076,0.149,0.303,0.171,3.5,132
0,26,Outfielder,R,R,74,219,DR,International Amateur,Unranked Prospect,2.9,2.9,500-999 MLB PA,0.046,0.21,0.262,0.105,5.3,88,2000 or more MiLB PA,0.051,0.17,0.281,0.122,6.8,102
0,25,Middle Infielder,R,R,66,166,VEN,International Amateur,Unranked Prospect,5.2,5.2,2000 or more MLB PA,0.05,0.107,0.302,0.098,5.7,105,1500-1999 MiLB PA,0.084,0.106,0.327,0.154,7.8,137
0,26,Utility,B,R,71,195,USA,Junior College,Unranked Prospect,0,0.3,500-999 MLB PA,0.034,0.118,0.266,0.075,4,73,2000 or more MiLB PA,0.087,0.129,0.295,0.103,6.5,114
0,30,Utility,B,R,71,205,DR,International Amateur,Unranked Prospect,-0.1,0.1,Fewer than 500 MLB PA,0.072,0.243,0.261,0.073,5.3,82,2000 or more MiLB PA,0.102,0.192,0.286,0.108,7.3,106
0,32,Corner Outfielder,B,L,70,195,USA,D1 College,Unranked Prospect,2.3,2.7,1000-1499 MLB PA,0.097,0.195,0.273,0.125,3,110,1500-1999 MiLB PA,0.123,0.169,0.303,0.166,4.1,140
0,26,Utility,B,R,75,230,DR,International Amateur,Unranked Prospect,0.2,0.4,Fewer than 500 MLB PA,0.05,0.278,0.242,0.088,5.2,66,2000 or more MiLB PA,0.044,0.188,0.289,0.141,7.8,103
0,26,Outfielder,B,R,70,223,DR,International Amateur,Unranked Prospect,0.5,0.5,Fewer than 500 MLB PA,0.06,0.268,0.239,0.112,4.1,81,2000 or more MiLB PA,0.106,0.182,0.269,0.133,7.6,111
0,26,Utility,B,R,73,205,VEN,International Amateur,Unranked Prospect,1.3,1.3,500-999 MLB PA,0.052,0.165,0.248,0.107,3.5,80,2000 or more MiLB PA,0.058,0.137,0.26,0.094,4.9,80
0,25,Catcher,R,R,75,235,VEN,International Amateur,Top 10 Prospect,0,0.5,500-999 MLB PA,0.059,0.187,0.258,0.138,1.3,93,2000 or more MiLB PA,0.081,0.174,0.302,0.193,2.6,133
0,25,Middle Infielder,R,R,71,200,PAN,International Amateur,Unranked Prospect,1.5,1.7,1500-1999 MLB PA,0.084,0.145,0.254,0.063,2.5,83,2000 or more MiLB PA,0.075,0.126,0.271,0.084,5.3,94
0,27,Catcher,R,R,73,229,USA,High School,Top 25 Prospect,4.2,4.2,1000-1499 MLB PA,0.083,0.201,0.245,0.187,1.6,102,1500-1999 MiLB PA,0.092,0.182,0.267,0.184,3.1,121
0,24,Corner Outfielder,R,R,76,250,VEN,International Amateur,Top 100 Prospect,-0.1,0,Fewer than 500 MLB PA,0.052,0.227,0.272,0.136,4.3,98,2000 or more MiLB PA,0.04,0.209,0.291,0.119,6.2,105
0,23,Infielder,R,R,74,213,VEN,International Amateur,Top 50 Prospect,1.2,1.2,Fewer than 500 MLB PA,0.045,0.144,0.24,0.116,2.9,78,2000 or more MiLB PA,0.053,0.129,0.292,0.148,3.3,112
0,25,Middle Infielder,R,R,70,220,DR,International Amateur,Top 100 Prospect,0.1,4,1000-1499 MLB PA,0.049,0.132,0.27,0.101,7,84,1500-1999 MiLB PA,0.072,0.12,0.313,0.127,8,121
0,25,Middle Infielder,L,R,75,205,NED,International Amateur,Top 100 Prospect,0.3,1.5,500-999 MLB PA,0.081,0.169,0.243,0.124,4.4,84,2000 or more MiLB PA,0.065,0.123,0.277,0.111,5.8,96
0,26,Infielder,B,R,70,193,VEN,International Amateur,Unranked Prospect,2.6,2.6,500-999 MLB PA,0.058,0.199,0.255,0.11,4.1,84,2000 or more MiLB PA,0.06,0.185,0.269,0.089,6.6,89
0,27,Corner Outfielder,R,R,75,230,USA,D2 College,Unranked Prospect,3.8,3.8,1000-1499 MLB PA,0.064,0.242,0.272,0.169,3.1,109,1000-1499 MiLB PA,0.081,0.16,0.332,0.217,4.2,159
0,30,Corner Infielder,R,R,74,210,USA,Big D1 College,Unranked Prospect,0.5,2.1,1500-1999 MLB PA,0.055,0.182,0.262,0.142,2.5,91,2000 or more MiLB PA,0.074,0.175,0.292,0.176,3.4,123
0,27,Outfielder,L,R,75,225,USA,D2 College,Unranked Prospect,1.1,1.1,500-999 MLB PA,0.096,0.306,0.241,0.151,5,98,2000 or more MiLB PA,0.096,0.233,0.274,0.195,6.2,125
0,28,Corner Infielder,R,R,74,230,USA,D1 College,Top 100 Prospect,-0.2,0.4,500-999 MLB PA,0.056,0.182,0.226,0.101,3.9,60,2000 or more MiLB PA,0.077,0.17,0.285,0.14,5.7,112
0,28,Middle Infielder,R,R,75,210,USA,Big D1 College,Unranked Prospect,2,2,500-999 MLB PA,0.062,0.167,0.263,0.141,3.5,99,2000 or more MiLB PA,0.068,0.155,0.268,0.136,4.7,101
0,25,Middle Infielder,B,R,70,190,VEN,International Amateur,Unranked Prospect,-0.1,0.4,500-999 MLB PA,0.051,0.189,0.218,0.144,3.8,68,2000 or more MiLB PA,0.055,0.147,0.246,0.088,5.8,74
0,25,Corner Outfielder,R,R,72,200,USA,High School,Unranked Prospect,-0.7,0,Fewer than 500 MLB PA,0.069,0.206,0.235,0.096,5.8,73,2000 or more MiLB PA,0.106,0.147,0.287,0.094,5.1,113
0,28,Outfielder,L,L,71,195,USA,D1 College,Unranked Prospect,-0.5,0.8,500-999 MLB PA,0.06,0.107,0.264,0.068,5,80,2000 or more MiLB PA,0.108,0.087,0.304,0.088,6,110
0,27,Middle Infielder,R,R,68,185,USA,D1 College,Unranked Prospect,0.1,0.2,Fewer than 500 MLB PA,0.043,0.163,0.238,0.096,6,65,2000 or more MiLB PA,0.102,0.105,0.305,0.133,5.4,120
0,31,Outfielder,R,R,76,225,USA,Big D1 College,Unranked Prospect,-0.8,1.9,500-999 MLB PA,0.103,0.321,0.224,0.193,6.2,97,2000 or more MiLB PA,0.111,0.268,0.26,0.19,7.2,121
0,26,Catcher,R,R,72,235,USA,High School,Top 50 Prospect,1.9,2.8,500-999 MLB PA,0.114,0.227,0.246,0.146,3.6,108,2000 or more MiLB PA,0.176,0.224,0.253,0.211,4.5,141
0,30,Utility,L,R,72,195,USA,Big D1 College,Unranked Prospect,2.4,2.7,2000 or more MLB PA,0.086,0.172,0.273,0.131,5,102,1500-1999 MiLB PA,0.121,0.117,0.291,0.145,6.4,123
0,26,Corner Infielder,R,R,75,220,USA,High School,Top 100 Prospect,-0.9,2,500-999 MLB PA,0.054,0.266,0.237,0.173,2.8,85,2000 or more MiLB PA,0.074,0.257,0.273,0.178,5.2,117
1,28,Infielder,R,R,73,205,USA,Big D1 College,Unranked Prospect,-0.1,1.4,1000-1499 MLB PA,0.077,0.196,0.235,0.108,4.8,84,1000-1499 MiLB PA,0.165,0.203,0.286,0.137,5.9,131
0,29,Outfielder,L,L,70,175,USA,D2 College,Unranked Prospect,1.2,1.8,500-999 MLB PA,0.049,0.157,0.268,0.124,6.3,92,2000 or more MiLB PA,0.06,0.122,0.297,0.162,7.1,112
0,28,Corner Infielder,R,R,74,220,USA,Big D1 College,Unranked Prospect,0.1,0.7,Fewer than 500 MLB PA,0.065,0.296,0.239,0.179,2.7,94,2000 or more MiLB PA,0.081,0.23,0.271,0.219,2.9,127
0,29,Outfielder,R,L,69,190,USA,Big D1 College,Unranked Prospect,1.4,1.4,500-999 MLB PA,0.077,0.255,0.242,0.097,4.6,85,2000 or more MiLB PA,0.102,0.165,0.293,0.18,7,125
0,25,Catcher,R,R,75,255,VEN,International Amateur,Unranked Prospect,2,3.5,1500-1999 MLB PA,0.039,0.122,0.285,0.148,2.3,104,1000-1499 MiLB PA,0.052,0.099,0.287,0.11,2.6,95
0,32,Utility,B,R,69,180,DR,International Amateur,Unranked Prospect,-0.4,-0.3,Fewer than 500 MLB PA,0.061,0.184,0.181,0.069,5,29,2000 or more MiLB PA,0.064,0.132,0.265,0.102,6.5,90
0,28,Catcher,L,R,71,228,USA,Big D1 College,Unranked Prospect,1.8,4.5,2000 or more MLB PA,0.128,0.264,0.247,0.161,2.5,108,500-999 MiLB PA,0.126,0.193,0.28,0.142,2.1,126
0,26,Utility,L,R,74,190,USA,Junior College,Top 25 Prospect,1.6,1.6,1000-1499 MLB PA,0.058,0.19,0.26,0.158,3.3,102,1500-1999 MiLB PA,0.083,0.156,0.282,0.188,4.6,127
0,27,Corner Infielder,L,R,74,245,USA,D1 College,Unranked Prospect,-0.6,-0.1,Fewer than 500 MLB PA,0.088,0.28,0.2,0.141,2.3,74,2000 or more MiLB PA,0.13,0.219,0.278,0.201,4.2,129
0,26,Catcher,R,R,74,210,USA,High School,Top 25 Prospect,2.8,2.8,500-999 MLB PA,0.083,0.159,0.233,0.151,2.9,94,2000 or more MiLB PA,0.076,0.174,0.29,0.198,4,130
0,28,Outfielder,L,L,75,221,USA,Big D1 College,Unranked Prospect,1.3,1.3,1000-1499 MLB PA,0.04,0.151,0.29,0.14,5.7,94,2000 or more MiLB PA,0.08,0.131,0.309,0.158,7,124
0,29,Catcher,R,R,72,200,USA,D1 College,Unranked Prospect,8.2,8.2,2000 or more MLB PA,0.077,0.139,0.285,0.152,3.7,113,1000-1499 MiLB PA,0.113,0.14,0.299,0.159,3.6,132
0,28,Infielder,L,R,75,205,USA,Big D1 College,Unranked Prospect,0.7,1.2,500-999 MLB PA,0.063,0.231,0.221,0.149,3.7,78,1500-1999 MiLB PA,0.09,0.181,0.278,0.186,4.5,121
0,29,Middle Infielder,L,R,70,180,USA,Big D1 College,Unranked Prospect,0.1,1.5,500-999 MLB PA,0.074,0.128,0.235,0.082,4.9,74,2000 or more MiLB PA,0.118,0.103,0.298,0.121,5.3,114
0,28,Outfielder,L,L,73,200,USA,D1 College,Unranked Prospect,-0.2,0.3,500-999 MLB PA,0.083,0.181,0.209,0.111,5.9,63,1500-1999 MiLB PA,0.077,0.134,0.292,0.141,6.6,113
0,26,Catcher,R,R,71,225,DR,International Amateur,Top 50 Prospect,0,1,1000-1499 MLB PA,0.048,0.219,0.274,0.209,3.1,98,1500-1999 MiLB PA,0.063,0.221,0.267,0.182,4.2,104
0,29,Corner Infielder,L,R,76,210,USA,D1 College,Unranked Prospect,3.4,7.2,1500-1999 MLB PA,0.115,0.155,0.293,0.14,4.4,129,1000-1499 MiLB PA,0.145,0.146,0.299,0.151,4.6,135
0,28,Middle Infielder,B,R,70,190,NIC,International Amateur,Unranked Prospect,-0.5,2.9,1500-1999 MLB PA,0.087,0.209,0.248,0.085,7.2,86,1500-1999 MiLB PA,0.114,0.178,0.291,0.094,8.2,112
0,27,Utility,R,R,68,190,USA,D1 College,Unranked Prospect,4.8,4.8,1000-1499 MLB PA,0.033,0.135,0.282,0.145,6.6,107,1500-1999 MiLB PA,0.059,0.098,0.308,0.129,6.9,121
0,27,Middle Infielder,L,R,71,166,USA,Junior College,Top 50 Prospect,3.6,3.6,1000-1499 MLB PA,0.052,0.165,0.272,0.072,8.2,87,2000 or more MiLB PA,0.075,0.141,0.301,0.086,8.7,103
0,28,Middle Infielder,B,R,74,185,DR,International Amateur,Unranked Prospect,-0.2,1.4,500-999 MLB PA,0.075,0.25,0.204,0.096,5.7,54,2000 or more MiLB PA,0.089,0.242,0.25,0.108,6,90
0,28,Infielder,L,R,70,190,USA,D1 College,Unranked Prospect,-0.1,0.4,1000-1499 MLB PA,0.083,0.176,0.243,0.098,4.7,81,1500-1999 MiLB PA,0.086,0.112,0.276,0.13,5.4,105
0,28,Corner Infielder,L,L,76,220,USA,Big D1 College,Top 100 Prospect,0.6,2.9,2000 or more MLB PA,0.126,0.229,0.24,0.183,2,111,500-999 MiLB PA,0.123,0.207,0.289,0.198,2,143
0,28,Corner Infielder,L,R,74,250,USA,Big D1 College,Top 50 Prospect,0.3,0.3,1000-1499 MLB PA,0.074,0.295,0.242,0.149,2.6,93,2000 or more MiLB PA,0.081,0.219,0.303,0.18,2.5,128
0,28,Outfielder,L,L,71,210,VEN,International Amateur,Top 100 Prospect,0.7,3.3,2000 or more MLB PA,0.067,0.172,0.274,0.121,5.2,90,1500-1999 MiLB PA,0.081,0.113,0.314,0.127,6.7,122
0,28,Catcher,L,R,75,215,USA,Big D1 College,Top 50 Prospect,2.2,3.9,1500-1999 MLB PA,0.09,0.253,0.243,0.156,3,98,500-999 MiLB PA,0.12,0.152,0.293,0.129,2.4,119
0,27,Catcher,R,R,75,239,USA,D1 College,Top 100 Prospect,-0.2,0.3,Fewer than 500 MLB PA,0.056,0.236,0.201,0.115,1.3,49,2000 or more MiLB PA,0.116,0.194,0.283,0.196,2.2,138
0,27,Corner Infielder,L,R,73,195,USA,D1 College,Unranked Prospect,1.7,1.7,1000-1499 MLB PA,0.077,0.159,0.262,0.136,3.1,98,2000 or more MiLB PA,0.098,0.132,0.286,0.134,3.7,104
0,28,Middle Infielder,R,R,72,188,USA,Big D1 College,Top 25 Prospect,-0.2,2.3,2000 or more MLB PA,0.069,0.167,0.245,0.13,3.4,84,Fewer than 500 MiLB PA,0.073,0.131,0.301,0.17,3.6,130
0,28,Corner Infielder,B,L,76,220,USA,Big D1 College,Top 25 Prospect,-0.2,0.7,2000 or more MLB PA,0.107,0.222,0.224,0.156,1.3,94,1000-1499 MiLB PA,0.152,0.172,0.291,0.167,2,130
0,26,Middle Infielder,L,R,66,160,VEN,International Amateur,Unranked Prospect,0.7,0.7,1000-1499 MLB PA,0.057,0.144,0.234,0.102,5.3,73,2000 or more MiLB PA,0.074,0.106,0.312,0.127,7.3,118
0,27,Corner Outfielder,R,R,71,205,USA,D1 College,Unranked Prospect,1.4,1.4,500-999 MLB PA,0.061,0.222,0.251,0.235,4.6,118,1500-1999 MiLB PA,0.127,0.205,0.288,0.219,4.9,145
0,29,Catcher,R,R,76,260,USA,Junior College,Top 100 Prospect,2.7,2.7,1000-1499 MLB PA,0.07,0.348,0.218,0.165,2.2,84,2000 or more MiLB PA,0.145,0.232,0.275,0.209,3.4,141
0,28,Catcher,R,R,73,213,USA,Big D1 College,Top 10 Prospect,7.6,10.1,2000 or more MLB PA,0.091,0.132,0.308,0.179,2.2,141,500-999 MiLB PA,0.131,0.136,0.333,0.209,4.3,154
0,28,Outfielder,L,R,77,220,USA,Big D1 College,Unranked Prospect,0.2,0.2,Fewer than 500 MLB PA,0.098,0.308,0.227,0.099,4.3,75,2000 or more MiLB PA,0.111,0.265,0.268,0.161,5.6,117
0,27,Corner Infielder,L,L,75,245,USA,Junior College,Top 25 Prospect,0.8,1,1500-1999 MLB PA,0.102,0.175,0.251,0.174,3.7,110,2000 or more MiLB PA,0.124,0.148,0.287,0.172,3.9,131
0,27,Corner Infielder,R,R,75,220,USA,D1 College,Unranked Prospect,4.3,6,1500-1999 MLB PA,0.124,0.224,0.292,0.231,4.7,143,1000-1499 MiLB PA,0.126,0.236,0.317,0.303,4.9,163
0,28,Middle Infielder,B,R,72,205,USA,D1 College,Top 100 Prospect,0.6,3.2,1500-1999 MLB PA,0.068,0.283,0.228,0.159,5.4,87,1500-1999 MiLB PA,0.099,0.239,0.258,0.161,6.3,113
0,26,Outfielder,R,R,73,195,DR,International Amateur,Top 100 Prospect,4.5,4.5,1000-1499 MLB PA,0.051,0.247,0.282,0.164,8.1,123,2000 or more MiLB PA,0.05,0.2,0.301,0.159,8.5,131
1,27,Outfielder,R,R,73,210,USA,D1 College,Unranked Prospect,2.9,2.9,500-999 MLB PA,0.071,0.161,0.278,0.16,6.9,109,1000-1499 MiLB PA,0.067,0.127,0.298,0.114,6.8,104
0,29,Corner Infielder,L,R,76,255,USA,Junior College,Top 100 Prospect,0.9,7.1,2000 or more MLB PA,0.084,0.31,0.253,0.24,3,115,2000 or more MiLB PA,0.079,0.246,0.318,0.278,4,147
0,30,Outfielder,R,R,76,205,USA,Big D1 College,Top 100 Prospect,2.7,3.3,2000 or more MLB PA,0.086,0.297,0.246,0.149,7,91,1500-1999 MiLB PA,0.118,0.234,0.268,0.131,7.1,116
0,27,Utility,L,R,70,180,USA,D1 College,Unranked Prospect,2.2,2.2,500-999 MLB PA,0.069,0.182,0.274,0.089,6.3,90,2000 or more MiLB PA,0.088,0.131,0.307,0.102,5.7,122
0,29,Corner Infielder,R,R,73,213,USA,D1 College,Top 10 Prospect,3.6,7.5,2000 or more MLB PA,0.104,0.203,0.271,0.223,4,130,500-999 MiLB PA,0.111,0.181,0.296,0.232,3.4,148
0,26,Corner Infielder,L,R,75,245,USA,D2 College,Unranked Prospect,1.8,1.8,500-999 MLB PA,0.055,0.224,0.283,0.183,2.9,119,1500-1999 MiLB PA,0.068,0.17,0.316,0.244,2.8,143
0,30,Outfielder,L,L,73,195,USA,D1 College,Unranked Prospect,0,1,Fewer than 500 MLB PA,0.076,0.243,0.266,0.103,9.3,95,2000 or more MiLB PA,0.115,0.192,0.262,0.072,6.6,98
0,29,Catcher,L,R,70,210,USA,Junior College,Unranked Prospect,-0.1,0,Fewer than 500 MLB PA,0.073,0.185,0.21,0.086,2.4,54,2000 or more MiLB PA,0.092,0.101,0.311,0.116,3.3,120
0,32,Corner Infielder,R,R,74,213,USA,D1 College,Unranked Prospect,2.5,3.7,2000 or more MLB PA,0.083,0.218,0.28,0.137,2.3,116,1500-1999 MiLB PA,0.099,0.193,0.307,0.226,4.8,140
0,31,Outfielder,R,R,74,190,USA,Big D1 College,Unranked Prospect,1.3,3,1000-1499 MLB PA,0.071,0.17,0.273,0.073,7.7,91,2000 or more MiLB PA,0.07,0.151,0.283,0.101,7.4,102
0,27,Catcher,R,R,74,212,BRA,D2 College,Unranked Prospect,5.1,5.1,500-999 MLB PA,0.05,0.23,0.275,0.188,3.5,115,1000-1499 MiLB PA,0.075,0.219,0.287,0.197,3.2,127
0,30,Catcher,R,R,70,205,USA,D1 College,Unranked Prospect,1,1,500-999 MLB PA,0.089,0.242,0.245,0.163,1.3,97,2000 or more MiLB PA,0.111,0.185,0.267,0.188,3.2,119
0,26,Outfielder,L,L,75,205,USA,D1 College,Unranked Prospect,-0.3,-0.3,Fewer than 500 MLB PA,0.037,0.204,0.25,0.061,9.4,68,2000 or more MiLB PA,0.103,0.215,0.281,0.157,7.4,116
0,28,Middle Infielder,L,R,71,200,USA,Big D1 College,Top 100 Prospect,0.7,5.1,2000 or more MLB PA,0.1,0.19,0.262,0.136,5.9,106,1000-1499 MiLB PA,0.101,0.176,0.296,0.19,6.8,138
0,24,Corner Infielder,R,R,74,215,USA,High School,Top 50 Prospect,2.6,2.6,500-999 MLB PA,0.049,0.133,0.277,0.173,3.4,94,1500-1999 MiLB PA,0.067,0.103,0.3,0.173,2.7,116
0,27,Corner Infielder,L,R,72,216,USA,Big D1 College,Unranked Prospect,5.2,5.2,2000 or more MLB PA,0.081,0.175,0.262,0.167,3.8,115,1000-1499 MiLB PA,0.104,0.133,0.328,0.146,4.8,134
0,27,Middle Infielder,L,R,70,180,USA,D1 College,Unranked Prospect,-0.6,0.1,Fewer than 500 MLB PA,0.022,0.223,0.213,0.087,3.6,41,2000 or more MiLB PA,0.077,0.17,0.275,0.098,4.2,97
0,28,Middle Infielder,R,R,71,200,USA,D1 College,Unranked Prospect,4.5,4.5,1500-1999 MLB PA,0.093,0.184,0.241,0.156,5.1,99,1500-1999 MiLB PA,0.095,0.114,0.298,0.112,5.7,120
0,26,Middle Infielder,R,R,76,220,USA,Big D1 College,Unranked Prospect,0.3,0.4,1000-1499 MLB PA,0.052,0.17,0.276,0.085,5,68,1500-1999 MiLB PA,0.06,0.11,0.321,0.088,5.7,110
0,28,Corner Infielder,R,R,74,232,USA,D1 College,Unranked Prospect,0.3,0.8,Fewer than 500 MLB PA,0.096,0.302,0.251,0.215,2,123,2000 or more MiLB PA,0.097,0.189,0.295,0.197,3,143
0,23,Utility,R,R,70,185,USA,High School,Top 100 Prospect,1.5,1.5,Fewer than 500 MLB PA,0.056,0.196,0.266,0.137,6.6,93,2000 or more MiLB PA,0.036,0.209,0.291,0.147,6.6,98
0,24,Corner Outfielder,R,R,75,207,USA,High School,Top 10 Prospect,-0.1,2.3,500-999 MLB PA,0.091,0.247,0.258,0.142,3.6,103,1500-1999 MiLB PA,0.124,0.212,0.299,0.223,5.2,145
0,24,Middle Infielder,B,R,72,233,DR,International Amateur,Top 100 Prospect,0.1,0.1,500-999 MLB PA,0.081,0.285,0.224,0.114,6.9,77,2000 or more MiLB PA,0.093,0.254,0.26,0.124,8.2,99
0,27,Utility,L,R,73,205,USA,Big D1 College,Top 25 Prospect,1.3,3,2000 or more MLB PA,0.083,0.181,0.245,0.121,5.1,92,1000-1499 MiLB PA,0.143,0.125,0.29,0.153,5.5,123
0,23,Outfielder,R,R,74,235,USA,High School,Top 10 Prospect,8.3,10.2,2000 or more MLB PA,0.123,0.223,0.305,0.244,7.5,165,1000-1499 MiLB PA,0.115,0.161,0.342,0.174,8.3,154
0,24,Middle Infielder,B,R,73,190,USA,High School,Top 100 Prospect,0,1.4,500-999 MLB PA,0.096,0.289,0.213,0.144,4.5,83,2000 or more MiLB PA,0.102,0.196,0.284,0.166,6.5,117
0,24,Outfielder,B,R,72,160,USA,High School,Top 25 Prospect,2.7,2.7,500-999 MLB PA,0.057,0.191,0.254,0.105,8.1,82,2000 or more MiLB PA,0.095,0.2,0.28,0.097,9.3,104
